index,title,date,nyt_firstPublished,nyt_byline,nyt_headline,nyt_summary,nyt_url,isTheaterReview,nyt_openDate,nyt_startDate,nyt_stopDate,nyt_cast,nyt_creators,nyt_name,nyt_venue
5130,Devil Boys from Beyond,2010-11-13,2010-11-19,By David Rooney,"Lingerie, Cone Bras and Odd Pregnancies","“Devil Boys From Beyond,” with Everett Quinton, is a campy all-male spoof of 1950s sci-fi B-movies.",https://www.nytimes.com/2010/11/19/theater/reviews/19devil.html,true,,,,,,,
4577,Die Mommie Die!,2007-10-21,2007-10-22,By Ben Brantley,"When Time Dims a Star, Life Can Be a Real Drag","Directed by Carl Andress, “Die Mommie Die!” is infused with the good-natured comic brio that has made Charles Busch a drag artist whom middle America can embrace.",https://www.nytimes.com/2007/10/22/theater/reviews/22brant.html,true,2007-10-21,2007-10-10,2008-01-13,"Charles Busch as Angela Arden, Bob Ari as Sol Sussman, Van Hansis as Lance, Chris Hoch as Tony Parker, Ashley Morris as Edith and Kristine Nielsen as Bootsie Carp",,Die Mommie Die!,New World Stages
5052,Dietrich & Chevalier: The Musical,2010-06-20,2010-06-21,By Anita Gates,Maurice and Marlene: Love Story Retold,“Dietrich & Chevalier: The Musical” takes on the complicated relationship between the sultry German-born movie star and the dapper French singer.,https://www.nytimes.com/2010/06/22/theater/reviews/22dietrich.html,true,2010-06-20,2010-06-05,2010-12-11,"Robert Cuccioli as Maurice Chevalier, Jodi Stevens as Marlene Dietrich and also starring Donald Corren",,Dietrich and Chevalier: The Musical,St. Luke's Theater
277,Dinah Was,1998-03-24,1993-04-16,By Frank Rich,"Review/Theater; Combine Characters, Toss Madly And Serve",,https://www.nytimes.com/1993/04/16/theater/review-theater-combine-characters-toss-madly-and-serve.html,true,,,,,,,
3049,Dinner with Demons,2003-12-16,2004-06-08,By Anita Gates,"THEATER IN REVIEW; Reveries, Please,With Extra Madeleines","Anita Gates reviews Colleagues Theater Company production of Tasting Memories, directed by Don Amendolia; one-act reading of poetry and prose about food features rotating cast of older actors; photo (M)",https://www.nytimes.com/2004/06/08/theater/theater-in-review-reveries-pleasewith-extra-madeleines.html,true,,,,,,,
5702,Dinner with Friends,2014-02-13,1995-02-01,By Vincent Canby,THEATER REVIEW: AFTER-PLAY; When the Dinner Conversation After the Theater Gets Crazy,,https://www.nytimes.com/1995/02/01/theater/theater-review-after-play-when-dinner-conversation-after-theater-gets-crazy.html,true,,,,,,,
3429,Dirty Tricks,2004-10-20,2006-10-09,By Charles Isherwood,"With Help From Family Ghosts, Tricking Out the Mysteries of Identity","Charles Isherwood reviews Tanya Barfield play Blue Door, directed by Leigh Silverman; Reg E Cathey and Andre Holland star; photo (M)",https://www.nytimes.com/2006/10/09/theater/reviews/with-help-from-family-ghosts-tricking-out-the-mysteries-of.html,true,,,,,,,
6466,Disco Pigs,2018-01-08,2018-01-10,By Ben Brantley,Review: Dancing to Destruction in Enda Walsh’s Fierce ‘Disco Pigs’,"This harrowing and exhilarating revival, featuring an inexhaustible cast of two, summons the agonies and ecstasies of being 17 in a blighted Irish town.",https://www.nytimes.com/2018/01/10/theater/disco-pigs-review-enda-walsh-irish-repertory.html,true,2018-01-08,2018-01-05,2018-03-04,Evanna Lynch and Colin Campbell,Written by Enda Walsh; Directed by John Haidar,Disco Pigs,Irish Repertory Theater
5476,Disgraced,2012-10-22,1996-10-23,By Lawrence Van Gelder,THEATER IN REVIEW,"Lawrence Van Gelder reviews documentary drama The Packwood Papers, staged by Eric Nightengale at 78th Street Theater Lab (S)",https://www.nytimes.com/1996/10/23/theater/theater-in-review-940860.html,true,,,,,,,
3037,Diss Diss and Diss Dat,2003-10-29,2003-11-11,By Margo Jefferson,"THEATER REVIEW; Revenge of the One-Hit Wonders, Hip-Hop Division","Margo Jefferson reviews hip-hop musical Diss Diss and Diss Dat, book by Rajendra Ramoon Maharaj, lyrics by Funke Natives and directed and choreographed by Maharaj; photo (M)",https://www.nytimes.com/2003/11/11/theater/theater-review-revenge-of-the-one-hit-wonders-hip-hop-division.html,true,,,,,,,
4832,Distracted,2009-03-04,1997-01-23,By D.j.r. Bruckner,Theater in Review,"D J R Bruckner reviews SoHo Repertory Theater production of David Lindsey-Abaire play, A Devil Inside; photo (S)",https://www.nytimes.com/1997/01/23/theater/theater-in-review-306690.html,true,,,,,,,
6712,Do You Feel Anger?,2019-04-02,2019-04-01,By Ben Brantley,Review: ‘Do You Feel Anger’ Plumbs the Depths of Office Humor,"In Mara Nelson-Greenberg’s fitfully funny play, a female empathy coach faces the insuperable challenge of teaching men some compassion.",https://www.nytimes.com/2019/03/31/theater/do-you-feel-anger-review.html,true,2019-04-02,2019-03-13,2019-04-27,"Tom Aulino, Ugo Chukwu, Megan Hill, Greg Keller, Justin Long, Jeanne Sakata and Tiffany Villarin",Written by Mara Nelson-Greenberg; Directed by Margot Bordelon,Do You Feel Anger?,Vineyard Theater
5796,Doctor Faustus,2015-06-18,2015-06-19,By Charles Isherwood,"Review: ‘Doctor Faustus,’ All That Heaven Won’t Allow",Chris Noth and Zach Grenier star in the Classic Stage Company’s production of the Christopher Marlowe work.,https://www.nytimes.com/2015/06/19/theater/review-doctor-faustus-all-that-heaven-wont-allow.html,true,2015-06-18,2015-06-02,2015-07-02,"With Jeffrey Binder, Ken Cheeseman, Zach Grenier, Carmen M. Herlihy, Walker Jones, Marina Lazzaretto, Chris Noth, Geoffrey Owens and Lucas Caleb Rooney",Adapted by David Bridel & Andrei Belgrader from the play by Christopher Marlowe; Directed by Andrei Belgrader,Doctor Faustus,Classic Stage Company
6717,Dog Man,2019-07-08,2019-07-09,By Laurel Graeber,Review: ‘Dog Man: The Musical’ Celebrates a Cop Who Sniffs Out Crime,"The bizarro, irreverent world of Dav Pilkey, the creator of the Captain Underpants books, has been deftly translated to the Lucille Lortel Theater’s stage.",https://www.nytimes.com/2019/07/09/theater/review-dog-man-the-musical.html,true,2019-06-28,2019-06-28,2019-08-11,"L.R. Davidson, Jamie LaVerdiere, Brian Owen, Dan Rosales, Crystal Sha’nae and Forest VanDyke",Music by Brad Alexander; Book and lyrics by Kevin Del Aguila; Directed and choreographed by Jen Wineman,Dog Man: The Musical,Lucille Lortel Theater
4074,Dog Sees God,2005-12-15,2004-09-15,By Ada Calhoun,"THEATER REVIEW; Good Grief, C.B., You Blockhead, Is It Really Bye-Bye to the Beagle?","Ada Calhoun reviews play Dog Sees God: Confessions of a Teenage Blockhead, written and directed by Bert V Royal; Michael Gladis stars; photo (M)",https://www.nytimes.com/2004/09/15/theater/arts/theater-review-good-grief-cb-you-blockhead-is-it-really-byebye.html,true,,,,,,,
5430,Dogfight,2012-07-16,2014-11-21,By Ben Brantley," Poor, Violent and Up for a Dogfight","Who killed a fighting dog? That’s the mystery involving a sheriff and a backwoods winemaker in “Pitbulls,” at Rattlestick Playwrights Theater.",https://www.nytimes.com/2014/11/22/theater/pitbulls-at-rattlestick-playwrights-theater.html,true,2014-11-20,2014-11-06,2014-12-13,"Starring Yvette Ganier, Nathan Hinton, Billy Eugene Jones, Nedra McClyde and Maurice Williams",Directed by Leah Gardiner,Pitbulls,Rattlestick Theater
5655,Domesticated,2013-11-04,2014-11-04,By Alexis Soloski,"Absurdism, Scrubbed and Domesticated","Genet’s “The Maids” is reconceived with a little help from the professionals — professional housekeepers, that is — at Abrons Arts Center.",https://www.nytimes.com/2014/11/05/theater/genet-interpreted-anew-in-the-maids-the-maids.html,true,2014-10-31,2014-10-31,2014-11-09,,,Sister Sylvester: The Maids' The Maids,Henry Street Settlement – Abrons Arts Center
2550,Don Juan,2003-03-23,1995-03-25,By Ben Brantley,THEATER REVIEW; Don Juan With a Goal And Oddly It Isn't Sex,,https://www.nytimes.com/1995/03/25/theater/theater-review-don-juan-with-a-goal-and-oddly-it-isn-t-sex.html,true,,,,,,,
2932,Dona Rosita the Spinster,2003-12-19,2005-11-16,By Phoebe Hoban,"Like a Rose, a Woman Withers",Phoebe Hoban reviews Repertorio Espanol production of Federico Garcia Lorca play Dona Rosita la Soltera; Denise Quinones stars; photo (M),https://www.nytimes.com/2005/11/16/theater/reviews/like-a-rose-a-woman-withers.html,true,,,,,,,
5577,Donnybrook!,2013-02-17,2004-06-08,By Neil Genzlinger,THEATER IN REVIEW; Terror (or Donnybrook) In Northern Ireland,"Neil Genzlinger reviews production of Gary Mitchell play Trust, directed by Erica Schmidt; photo (M)",https://www.nytimes.com/2004/06/08/theater/theater-in-review-terror-or-donnybrook-in-northern-ireland.html,true,,,,,,,
5495,Don't Go Gentle,2012-10-14,2015-03-17,By Ben Brantley,"Review: In Richard Maxwell’s ‘The Evening,’ Going Gentle Into the Night, or Not","In this play at the Kitchen, three characters represent a multiple-choice way of dealing with life, and death.",https://www.nytimes.com/2015/03/18/theater/review-in-richard-maxwells-the-evening-going-gentle-into-the-night-or-not.html,true,2015-03-12,2015-03-12,2015-03-28,,,Richard Maxwell/New York City Players: The Evening,The Kitchen
4579,Doris to Darlene A Cautionary Valentine,2007-12-11,2007-12-12,By Charles Isherwood,Stop! In the Name of ‘Liebestod’: Wagner Meets Pop,"Jordan Harrison’s whimsical new play doesn’t take us anywhere particularly new, zany concept notwithstanding.",https://www.nytimes.com/2007/12/12/theater/reviews/12darl.html,true,2007-12-11,2007-11-16,2007-12-23,"Starring de'Adre Aziza, David Chandler, Michael Crane, Laura Heisler, Tom Nelis and Tobias Segal",,"Doris to Darlene, a Cautionary Valentine",Playwrights Horizons
6096,Dot,2016-02-21,2004-04-14,By Margo Jefferson,THEATER REVIEW; Connecting the Dots of a Legend's Life,"Margo Jefferson reviews Signature Theater Co performance of Bill Irwin play Mr Fox: A Rumination, directed by James Houghton; Irwin stars; photo (M)",https://www.nytimes.com/2004/04/14/theater/theater-review-connecting-the-dots-of-a-legend-s-life.html,true,,,,,,,
5223,Double Falsehood,2011-03-22,2016-03-18,By Neil Genzlinger,"Review: ‘Double Falsehood,’ and Just Maybe a Double Byline",A play that may have been at least partly written by Shakespeare is mounted by the Letter of Marque Theater Company.,https://www.nytimes.com/2016/03/19/theater/review-double-falsehood-and-just-maybe-a-double-byline.html,true,2016-03-12,2016-03-05,2016-04-09,"Featuring Ariel Estrada, Tom Giordano, Montana Lampert Hoover, Adam Huff, Nolan Kennedy, Zach Libresco, Poppy Liu, Scarlet Maressa Rivera and Welland Scripps","Written by William Shakespeare, John Fletcher and Lewis Theobald; Directed by Andrew Borthwick-Leslie",Double Falsehood,Irondale Center
3430,Doubt,2004-11-23,2002-07-16,By Lawrence Van Gelder,THEATER REVIEW; A Prince Plagued by Doubt And a Crumbling Empire,"Lawrence Van Gelder reviews Third Annual Midtown International Theater Festival production of musical City of Dreams, book and lyrics by David Zellnik, music by Joseph Zellnik; photo (M)",https://www.nytimes.com/2002/07/16/theater/theater-review-a-prince-plagued-by-doubt-and-a-crumbling-empire.html,true,,,,,,,
6743,Douglas,--,1990-04-06,By Mel Gussow,"Review/Theater;   Cariou in 'Mountain,' As Justice Douglas",,https://www.nytimes.com/1990/04/06/theater/review-theater-cariou-in-mountain-as-justice-douglas.html,true,,,,,,,
2588,Down a Long Road,2003-05-14,1996-02-26,By Ben Brantley,THEATER REVIEW;Rock Star At the End Of the Road,,https://www.nytimes.com/1996/02/26/theater/theater-review-rock-star-at-the-end-of-the-road.html,true,,,,,,,
6620,Downstairs,2018-11-18,2003-10-01,By Margo Jefferson,"THEATER REVIEW; 'Upstairs, Downstairs,' With Nanny-Cam Running","Margo Jefferson reviews Second Stage Theater production of Lisa Loomer play Living Out, directed by Jo Bonney; photo (M)",https://www.nytimes.com/2003/10/01/theater/theater-review-upstairs-downstairs-with-nanny-cam-running.html,true,,,,,,,
6454,Downtown Race Riot,2017-11-26,2017-12-04,By Ben Brantley,Review: Sleepwalking Through the ’70s in ‘Downtown Race Riot’,"This narcoticized production of Seth Zvi Rosenfeld’s play, starring a drug-glazed Chloë Sevigny, revisits a dirty old New York of yore.",https://www.nytimes.com/2017/12/03/theater/theater-downtown-race-riot-review.html,true,2017-12-03,2017-11-14,2017-12-23,"Cristian DeMeo, David Levi, Moise Morancy, Josh Pais, Sadie Scott, Chloë Sevigny and Daniel Sovich",Written by Seth Zvi Rosenfeld; Directed by Scott Elliott,Downtown Race Riot,Pershing Square Signature Center
6836,Dr. Jekyll & Mr. Hyde,2019-04-28,1983-08-30,By Mel Gussow,THEATER: ORSON BEAN IN 'JEKYLL AND HYDE',,https://www.nytimes.com/1983/08/30/theater/theater-orson-bean-in-jekyll-and-hyde.html,true,,,,,,,
6803,Dr. Ride’s American Beach House,2019-11-05,2019-11-06,By Jesse Green,Review: Getting Intimate at ‘Dr. Ride’s American Beach House’,"In a witty new play by Liza Birkenmeier, restless friends find themselves challenged by the first American woman in space.",https://www.nytimes.com/2019/11/05/theater/review-dr-rides-american-beach-house.html,true,2019-11-05,2019-10-21,2019-11-23,"Susan Blommaert, Marga Gomez, Erin Markey and Kristen Sieh",Written by Liza Birkenmeier; Directed by Katie Brook,Dr. Ride's American Beach House,
4037,Dr. Sex,2005-09-20,1988-12-23,By Wilborn Hampton,Review/Theater; Shaw's War of the Sexes,,https://www.nytimes.com/1988/12/23/theater/review-theater-shaw-s-war-of-the-sexes.html,true,,,,,,,
5176,Dracula,2011-01-05,1994-05-05,By D. J. R. Bruckner,Theater in Review,,https://www.nytimes.com/1994/05/05/theater/theater-in-review-994316.html,true,,,,,,,
6902,Dracula,2020-02-17,1994-05-05,By D. J. R. Bruckner,Theater in Review,,https://www.nytimes.com/1994/05/05/theater/theater-in-review-994316.html,true,,,,,,,
6506,Dragapella!,2001-10-24,2001-10-31,By Anita Gates,"THEATER REVIEW; High Hair, High Camp and Four-Part High Anxiety","Anita Gates reviews Dragapella! Starring the Kinsey Sicks, theater piece directed by Glenn Casale, at Upstairs at 54; photo (M)",https://www.nytimes.com/2001/10/31/theater/theater-review-high-hair-high-camp-and-four-part-high-anxiety.html,true,,,,,,,
2395,Dream a Little Dream,2003-04-23,1996-05-13,By Vincent Canby,"THEATER REVIEW;American Dream, Viewed Bitterly",,https://www.nytimes.com/1996/05/13/theater/theater-review-american-dream-viewed-bitterly.html,true,,,,,,,
6908,Drift,--,2003-01-22,By D. J. R. Bruckner,IN PERFORMANCE: THEATER; Memories That Stop to Visit For a While and Then Drift Away,"D J R Bruckner reviews Talking Band performance of musical play Painted Snake in a Painted Chair, written and composed by Ellen Maddow and directed by Paul Zimet (S)",https://www.nytimes.com/2003/01/22/theater/performance-theater-memories-that-stop-visit-for-while-then-drift-away.html,true,,,,,,,
6677,Dropping Gumballs on Luke Wilson,2019-06-18,2019-06-19,By Laura Collins-Hughes,"Review: ‘Dropping Gumballs on Luke Wilson,’ Aiming for His Head","Based on an anecdote from the set of an infamous commercial, the play focuses on the behind-the-scenes people who work to realize an artist’s vision.",https://www.nytimes.com/2019/06/19/theater/dropping-gumballs-on-luke-wilson-review.html,true,2019-06-18,2019-06-11,2019-07-06,"Reyna de Courcy, George Hampe, Ann Harada, Dean Nolen, Jonathan Sale and David Wohl",Written by Rob Ackerman; Directed by Theresa Rebeck,Dropping Gumballs on Luke Wilson,A.R.T./New York Theaters
3885,Drumstruck,2005-06-16,2005-06-18,By Lawrence Van Gelder,"Where the Crowd Plays, Too","Lawrence van Gelder reviews show Drumstruck, conceived by Warren Lieberman and directed by David Warren; photo (M)",https://www.nytimes.com/2005/06/18/theater/reviews/where-the-crowd-plays-too.html,true,,,,,,,
5924,Drunk Shakespeare,2014-11-01,2016-01-25,By Neil Genzlinger,"Review: ‘Drunk Shakespeare,’ Where the Tipsy and the Sober Take Liberties","Each night the Drunk Shakespeare Society gathers with audience members on a library-like set, whereupon one actor downs alcohol, and the play commences.",https://www.nytimes.com/2016/01/26/theater/review-drunk-shakespeare-where-the-tipsy-and-the-sober-take-liberties.html,true,2014-11-01,2014-11-01,2020-03-12,"Annie Winneg, Jack Dixon, Caitlin Morris, Kelsey Lidsky, Mike Sause, Aubrey Taylor, Khiry Walker, Hayley Palmer, Tim Haber, Preston Mulligan, Whit Leyenberger and Scott Watson",Concieved by Scott Griffin and Three Day Hangover; Directed by David Hudson,Drunk Shakespeare,Lounge at Roy Arias Stages
